CustomerID,SignupDate,Plan,MonthlyFee,AcquisitionChannel,MarketingCost,Churn,ChurnDate,count of yes ,count of no,total customer,churn rate,total revenue,arpu,lost due to churn,cltv
58925,29-10-2023,Pro,2499,Organic,191,Yes,21-10-2024 00:00,,,,,,,,
58926,05-10-2023,Basic,999,Referral,1147,Yes,12-07-2024 00:00,,,,,,,,
58927,12-10-2024,Pro,2499,Referral,1230,No,,,,,,,,,
58928,18-11-2024,Pro,2499,Social Media,1941,No,,,,,,,,,
58929,08-01-2023,Basic,999,Referral,151,No,,,,,,,,,
58930,23-08-2023,Pro,2499,Paid Ads,810,No,,,,,,,,,
58931,05-11-2024,Enterprise,7999,Paid Ads,393,No,,,,,,,,,
58932,14-07-2024,Pro,2499,Paid Ads,399,Yes,05-04-2025 00:00,,,,,,,,
58933,29-10-2023,Basic,999,Referral,444,No,,,,,,,,,
58934,07-02-2023,Basic,999,Organic,1505,No,,,,,,,,,
58935,16-05-2023,Pro,2499,Organic,1691,No,,,,,,,,,
58936,25-02-2024,Basic,999,Social Media,293,No,,,,,,,,,
58937,07-08-2023,Pro,2499,Referral,1680,No,,,,,,,,,
58938,14-12-2023,Enterprise,7999,Social Media,535,No,,,,,,,,,
58939,29-06-2024,Pro,2499,Referral,484,No,,,,,,,,,
58940,20-03-2023,Basic,999,Organic,954,No,,,,,,,,,
58941,30-09-2023,Basic,999,Paid Ads,850,No,,,,,,,,,
58942,10-06-2023,Enterprise,7999,Referral,1495,No,,,,,,,,,
58943,17-11-2024,Enterprise,7999,Organic,1867,Yes,13-03-2025 00:00,,,,,,,,
58944,04-11-2023,Basic,999,Organic,419,No,,,,,,,,,
58945,09-01-2024,Basic,999,Organic,338,Yes,06-08-2024 00:00,,,,,,,,
58946,09-01-2023,Pro,2499,Paid Ads,491,No,,,,,,,,,
58947,19-03-2024,Basic,999,Organic,747,Yes,13-07-2024 00:00,,,,,,,,
58948,23-04-2023,Basic,999,Social Media,1408,No,,,,,,,,,
58949,24-07-2023,Basic,999,Organic,112,No,,,,,,,,,
58950,09-02-2024,Basic,999,Organic,1508,Yes,20-05-2024 00:00,,,,,,,,
58951,28-11-2024,Basic,999,Referral,640,No,,,,,,,,,
58952,16-07-2023,Basic,999,Referral,789,Yes,20-05-2024 00:00,,,,,,,,
58953,25-04-2023,Basic,999,Referral,1416,No,,,,,,,,,
58954,01-05-2023,Pro,2499,Organic,356,No,,,,,,,,,
58955,14-10-2024,Pro,2499,Organic,207,No,,,,,,,,,
58956,06-03-2023,Basic,999,Social Media,1704,No,,,,,,,,,
58957,03-10-2023,Enterprise,7999,Paid Ads,1811,No,,,,,,,,,
58958,27-08-2023,Basic,999,Organic,282,No,,,,,,,,,
58959,29-10-2023,Basic,999,Paid Ads,1877,Yes,04-08-2024 00:00,,,,,,,,
58960,27-01-2024,Basic,999,Organic,1829,Yes,30-05-2024 00:00,,,,,,,,
58961,05-06-2024,Pro,2499,Paid Ads,466,No,,,,,,,,,
58962,04-01-2024,Basic,999,Referral,1119,No,,,,,,,,,
58963,21-08-2023,Basic,999,Organic,930,No,,,,,,,,,
58964,14-07-2023,Pro,2499,Social Media,1657,Yes,16-05-2024 00:00,,,,,,,,
58965,12-01-2023,Pro,2499,Paid Ads,961,No,,,,,,,,,
58966,19-11-2024,Pro,2499,Referral,1646,No,,,,,,,,,
58967,26-06-2023,Pro,2499,Social Media,1408,Yes,18-06-2024 00:00,,,,,,,,
58968,05-08-2023,Enterprise,7999,Referral,973,Yes,04-10-2023 00:00,,,,,,,,
58969,11-01-2023,Basic,999,Organic,1382,No,,,,,,,,,
58970,21-03-2024,Basic,999,Social Media,272,Yes,13-01-2025 00:00,,,,,,,,
58971,21-09-2024,Enterprise,7999,Paid Ads,1840,No,,,,,,,,,
58972,13-06-2023,Pro,2499,Paid Ads,859,No,,,,,,,,,
58973,04-07-2024,Pro,2499,Social Media,870,No,,,,,,,,,
58974,22-02-2023,Basic,999,Paid Ads,1453,No,,,,,,,,,
58975,06-08-2023,Basic,999,Referral,551,No,,,,,,,,,
58976,18-12-2024,Basic,999,Social Media,1905,No,,,,,,,,,
58977,26-12-2023,Basic,999,Paid Ads,570,No,,,,,,,,,
58978,20-01-2024,Basic,999,Referral,1204,No,,,,,,,,,
58979,25-02-2023,Basic,999,Paid Ads,420,No,,,,,,,,,
58980,28-04-2023,Pro,2499,Referral,540,Yes,14-06-2023 00:00,,,,,,,,
58981,10-09-2023,Basic,999,Organic,498,No,,,,,,,,,
58982,29-06-2023,Basic,999,Referral,287,No,,,,,,,,,
58983,19-02-2024,Basic,999,Paid Ads,1561,Yes,27-04-2024 00:00,,,,,,,,
58984,23-08-2023,Basic,999,Referral,984,Yes,16-10-2023 00:00,,,,,,,,
58985,08-12-2024,Basic,999,Paid Ads,949,Yes,10-01-2025 00:00,,,,,,,,
58986,21-03-2023,Basic,999,Social Media,1571,Yes,17-11-2023 00:00,,,,,,,,
58987,08-10-2024,Basic,999,Social Media,842,No,,,,,,,,,
58988,22-01-2023,Pro,2499,Organic,1593,No,,,,,,,,,
58989,21-04-2024,Basic,999,Referral,1663,No,,,,,,,,,
58990,15-03-2024,Pro,2499,Organic,961,No,,,,,,,,,
58991,23-07-2024,Enterprise,7999,Social Media,1584,No,,,,,,,,,
58992,03-04-2023,Pro,2499,Referral,1958,No,,,,,,,,,
58993,11-07-2023,Basic,999,Referral,614,No,,,,,,,,,
58994,13-04-2023,Basic,999,Organic,1360,No,,,,,,,,,
58995,31-01-2024,Pro,2499,Organic,280,Yes,10-05-2024 00:00,,,,,,,,
58996,07-01-2023,Enterprise,7999,Referral,509,No,,,,,,,,,
58997,01-10-2024,Enterprise,7999,Referral,615,No,,,,,,,,,
58998,20-07-2024,Basic,999,Referral,1011,Yes,07-07-2025 00:00,,,,,,,,
58999,19-08-2023,Pro,2499,Organic,959,Yes,14-01-2024 00:00,,,,,,,,
59000,27-07-2024,Enterprise,7999,Paid Ads,1195,Yes,29-09-2024 00:00,,,,,,,,
59001,28-08-2023,Pro,2499,Social Media,281,No,,,,,,,,,
59002,31-03-2023,Basic,999,Social Media,203,No,,,,,,,,,
59003,20-08-2023,Basic,999,Organic,1395,Yes,05-12-2023 00:00,,,,,,,,
59004,01-04-2024,Basic,999,Referral,386,Yes,05-05-2024 00:00,,,,,,,,
59005,21-08-2023,Basic,999,Social Media,186,Yes,09-01-2024 00:00,,,,,,,,
59006,20-12-2023,Pro,2499,Social Media,485,No,,,,,,,,,
59007,29-11-2023,Enterprise,7999,Social Media,1196,No,,,,,,,,,
59008,14-03-2024,Enterprise,7999,Social Media,702,Yes,27-12-2024 00:00,,,,,,,,
59009,10-01-2024,Basic,999,Referral,1808,No,,,,,,,,,
59010,19-10-2023,Pro,2499,Organic,1433,Yes,08-07-2024 00:00,,,,,,,,
59011,11-12-2023,Basic,999,Referral,798,No,,,,,,,,,
59012,25-10-2024,Pro,2499,Referral,542,Yes,03-06-2025 00:00,,,,,,,,
59013,03-03-2024,Pro,2499,Social Media,1359,No,,,,,,,,,
59014,18-10-2024,Basic,999,Social Media,1797,No,,,,,,,,,
59015,10-05-2023,Basic,999,Referral,684,No,,,,,,,,,
59016,21-05-2023,Basic,999,Referral,1860,No,,,,,,,,,
59017,19-02-2024,Basic,999,Referral,1353,No,,,,,,,,,
59018,03-04-2023,Enterprise,7999,Paid Ads,353,No,,,,,,,,,
59019,17-09-2024,Basic,999,Social Media,1051,No,,,,,,,,,
59020,11-10-2023,Basic,999,Organic,1797,Yes,10-12-2023 00:00,,,,,,,,
59021,16-10-2024,Basic,999,Organic,454,Yes,27-09-2025 00:00,,,,,,,,
59022,11-08-2023,Enterprise,7999,Organic,1885,Yes,01-08-2024 00:00,,,,,,,,
59023,07-04-2024,Basic,999,Paid Ads,1618,No,,,,,,,,,
59024,28-06-2024,Basic,999,Paid Ads,509,Yes,08-06-2025 00:00,,,,,,,,
59025,03-10-2023,Pro,2499,Organic,1322,No,,,,,,,,,
59026,12-11-2024,Basic,999,Organic,528,No,,,,,,,,,
59027,20-05-2023,Basic,999,Organic,1875,No,,,,,,,,,
59028,23-12-2023,Pro,2499,Referral,1872,No,,,,,,,,,
59029,13-12-2024,Basic,999,Social Media,574,No,,,,,,,,,
59030,23-01-2023,Enterprise,7999,Paid Ads,687,No,,,,,,,,,
59031,27-09-2023,Pro,2499,Paid Ads,1076,No,,,,,,,,,
59032,26-10-2024,Pro,2499,Referral,1016,Yes,30-07-2025 00:00,,,,,,,,
59033,29-11-2023,Basic,999,Paid Ads,441,Yes,03-09-2024 00:00,,,,,,,,
59034,26-03-2023,Pro,2499,Organic,573,No,,,,,,,,,
59035,12-09-2024,Pro,2499,Paid Ads,1930,No,,,,,,,,,
59036,31-01-2023,Basic,999,Referral,496,No,,,,,,,,,
59037,28-08-2023,Basic,999,Social Media,1549,No,,,,,,,,,
59038,29-12-2023,Basic,999,Organic,1168,Yes,05-02-2024 00:00,,,,,,,,
59039,24-01-2024,Pro,2499,Paid Ads,1466,Yes,26-02-2024 00:00,,,,,,,,
59040,14-10-2024,Enterprise,7999,Organic,790,No,,,,,,,,,
59041,29-10-2024,Pro,2499,Social Media,833,Yes,27-08-2025 00:00,,,,,,,,
59042,26-10-2023,Pro,2499,Paid Ads,1140,No,,,,,,,,,
59043,06-01-2024,Basic,999,Organic,318,No,,,,,,,,,
59044,09-04-2023,Pro,2499,Referral,695,Yes,15-02-2024 00:00,,,,,,,,
59045,16-02-2023,Enterprise,7999,Referral,290,Yes,14-10-2023 00:00,,,,,,,,
59046,26-02-2024,Basic,999,Social Media,1514,No,,,,,,,,,
59047,24-04-2024,Basic,999,Social Media,1562,No,,,,,,,,,
59048,01-08-2024,Basic,999,Social Media,743,Yes,06-09-2024 00:00,,,,,,,,
59049,03-03-2023,Basic,999,Paid Ads,1620,Yes,10-04-2023 00:00,,,,,,,,
59050,19-04-2023,Pro,2499,Social Media,1922,Yes,14-02-2024 00:00,,,,,,,,
59051,09-11-2024,Enterprise,7999,Paid Ads,193,Yes,28-04-2025 00:00,,,,,,,,
59052,02-07-2024,Basic,999,Organic,1218,Yes,02-05-2025 00:00,,,,,,,,
59053,29-04-2023,Basic,999,Referral,1819,No,,,,,,,,,
59054,20-08-2024,Basic,999,Organic,1767,Yes,12-02-2025 00:00,,,,,,,,
59055,17-01-2024,Enterprise,7999,Referral,1205,No,,,,,,,,,
59056,27-01-2024,Basic,999,Social Media,439,Yes,05-03-2024 00:00,,,,,,,,
59057,21-02-2023,Basic,999,Organic,907,No,,,,,,,,,
59058,25-08-2024,Basic,999,Organic,459,No,,,,,,,,,
59059,16-10-2023,Basic,999,Social Media,211,No,,,,,,,,,
59060,03-12-2023,Pro,2499,Organic,402,Yes,15-09-2024 00:00,,,,,,,,
59061,23-07-2023,Basic,999,Paid Ads,1941,Yes,29-03-2024 00:00,,,,,,,,
59062,26-08-2023,Pro,2499,Referral,150,No,,,,,,,,,
59063,17-01-2024,Pro,2499,Social Media,905,No,,,,,,,,,
59064,28-10-2024,Basic,999,Paid Ads,800,Yes,26-02-2025 00:00,,,,,,,,
59065,16-05-2023,Basic,999,Paid Ads,1843,Yes,08-08-2023 00:00,,,,,,,,
59066,11-02-2024,Enterprise,7999,Social Media,760,No,,,,,,,,,
59067,22-05-2024,Pro,2499,Organic,1900,Yes,09-08-2024 00:00,,,,,,,,
59068,28-12-2023,Pro,2499,Referral,1404,No,,,,,,,,,
59069,16-01-2024,Pro,2499,Paid Ads,1236,No,,,,,,,,,
59070,29-07-2024,Enterprise,7999,Organic,135,Yes,23-05-2025 00:00,,,,,,,,
59071,26-09-2024,Basic,999,Social Media,722,No,,,,,,,,,
59072,11-09-2023,Basic,999,Social Media,782,No,,,,,,,,,
59073,21-04-2024,Basic,999,Referral,1201,No,,,,,,,,,
59074,24-04-2023,Basic,999,Social Media,948,No,,,,,,,,,
59075,20-01-2023,Basic,999,Referral,1663,Yes,06-05-2023 00:00,,,,,,,,
59076,11-06-2024,Enterprise,7999,Social Media,1059,No,,,,,,,,,
59077,25-05-2023,Enterprise,7999,Social Media,144,Yes,25-10-2023 00:00,,,,,,,,
59078,27-07-2023,Basic,999,Paid Ads,972,No,,,,,,,,,
59079,14-06-2024,Basic,999,Organic,1051,No,,,,,,,,,
59080,11-01-2024,Basic,999,Paid Ads,1427,Yes,18-05-2024 00:00,,,,,,,,
59081,18-05-2024,Enterprise,7999,Referral,1515,Yes,30-04-2025 00:00,,,,,,,,
59082,15-06-2023,Basic,999,Paid Ads,753,No,,,,,,,,,
59083,03-07-2024,Pro,2499,Social Media,114,No,,,,,,,,,
59084,30-06-2023,Enterprise,7999,Social Media,739,No,,,,,,,,,
59085,08-09-2024,Basic,999,Organic,266,Yes,04-07-2025 00:00,,,,,,,,
59086,03-09-2024,Pro,2499,Referral,1788,No,,,,,,,,,
59087,24-08-2024,Basic,999,Social Media,162,No,,,,,,,,,
59088,19-03-2024,Pro,2499,Organic,1694,Yes,25-08-2024 00:00,,,,,,,,
59089,28-11-2023,Basic,999,Organic,302,No,,,,,,,,,
59090,17-05-2024,Basic,999,Social Media,1280,No,,,,,,,,,
59091,20-03-2023,Enterprise,7999,Social Media,1638,No,,,,,,,,,
59092,07-08-2024,Pro,2499,Referral,1674,No,,,,,,,,,
59093,18-11-2024,Basic,999,Organic,377,No,,,,,,,,,
59094,31-01-2024,Basic,999,Organic,1224,No,,,,,,,,,
59095,30-08-2024,Basic,999,Organic,994,No,,,,,,,,,
59096,13-04-2023,Pro,2499,Referral,1292,No,,,,,,,,,
59097,06-02-2024,Basic,999,Organic,1655,No,,,,,,,,,
59098,12-08-2023,Pro,2499,Paid Ads,502,Yes,10-03-2024 00:00,,,,,,,,
59099,01-06-2024,Basic,999,Paid Ads,1264,No,,,,,,,,,
59100,25-09-2024,Basic,999,Organic,446,No,,,,,,,,,
59101,24-08-2023,Pro,2499,Paid Ads,886,Yes,06-02-2024 00:00,,,,,,,,
59102,02-03-2024,Basic,999,Paid Ads,1075,No,,,,,,,,,
59103,26-04-2023,Enterprise,7999,Referral,933,No,,,,,,,,,
59104,12-06-2023,Pro,2499,Organic,292,No,,,,,,,,,
59105,14-08-2023,Basic,999,Referral,998,No,,,,,,,,,
59106,18-08-2023,Pro,2499,Organic,251,Yes,07-04-2024 00:00,,,,,,,,
59107,01-07-2023,Basic,999,Social Media,1871,No,,,,,,,,,
59108,06-09-2023,Basic,999,Paid Ads,1929,Yes,15-11-2023 00:00,,,,,,,,
59109,14-11-2023,Basic,999,Referral,485,No,,,,,,,,,
59110,29-07-2023,Pro,2499,Referral,1331,No,,,,,,,,,
59111,17-10-2024,Basic,999,Social Media,1088,Yes,26-05-2025 00:00,,,,,,,,
59112,27-01-2024,Basic,999,Social Media,1672,No,,,,,,,,,
59113,06-04-2023,Basic,999,Paid Ads,1511,No,,,,,,,,,
59114,27-03-2023,Basic,999,Paid Ads,1201,Yes,19-11-2023 00:00,,,,,,,,
59115,19-02-2024,Basic,999,Organic,271,Yes,10-11-2024 00:00,,,,,,,,
59116,29-01-2024,Basic,999,Organic,1680,No,,,,,,,,,
59117,26-11-2024,Basic,999,Social Media,436,No,,,,,,,,,
59118,24-09-2024,Basic,999,Paid Ads,1719,No,,,,,,,,,
59119,15-05-2024,Basic,999,Paid Ads,991,Yes,30-03-2025 00:00,,,,,,,,
59120,26-08-2024,Pro,2499,Social Media,1554,No,,,,,,,,,
59121,04-08-2024,Pro,2499,Social Media,704,No,,,,,,,,,
59122,13-05-2023,Basic,999,Referral,588,Yes,14-10-2023 00:00,,,,,,,,
59123,10-10-2024,Enterprise,7999,Social Media,765,No,,,,,,,,,
59124,10-11-2023,Basic,999,Referral,205,Yes,03-04-2024 00:00,,,,,,,,
59125,29-11-2024,Basic,999,Organic,969,No,,,,,,,,,
59126,09-08-2023,Pro,2499,Social Media,1332,No,,,,,,,,,
59127,13-03-2024,Pro,2499,Social Media,1839,No,,,,,,,,,
59128,15-02-2023,Enterprise,7999,Social Media,1883,No,,,,,,,,,
59129,11-07-2023,Enterprise,7999,Referral,1471,No,,,,,,,,,
59130,03-06-2024,Basic,999,Social Media,451,Yes,03-12-2024 00:00,,,,,,,,
59131,14-01-2024,Enterprise,7999,Social Media,1861,No,,,,,,,,,
59132,21-11-2024,Enterprise,7999,Paid Ads,947,No,,,,,,,,,
59133,30-11-2023,Basic,999,Paid Ads,147,No,,,,,,,,,
59134,08-02-2023,Enterprise,7999,Paid Ads,1369,No,,,,,,,,,
59135,20-10-2023,Basic,999,Social Media,130,No,,,,,,,,,
59136,20-11-2024,Pro,2499,Paid Ads,1818,No,,,,,,,,,
59137,11-06-2023,Basic,999,Organic,574,No,,,,,,,,,
59138,27-11-2023,Basic,999,Paid Ads,576,Yes,06-02-2024 00:00,,,,,,,,
59139,14-04-2023,Pro,2499,Social Media,1380,No,,,,,,,,,
59140,10-06-2023,Basic,999,Paid Ads,1249,No,,,,,,,,,
59141,26-09-2024,Pro,2499,Paid Ads,318,No,,,,,,,,,
59142,23-02-2023,Pro,2499,Paid Ads,344,No,,,,,,,,,
59143,03-02-2023,Basic,999,Organic,1603,No,,,,,,,,,
59144,30-08-2023,Basic,999,Organic,542,No,,,,,,,,,
59145,23-04-2023,Pro,2499,Referral,1774,No,,,,,,,,,
59146,14-11-2023,Pro,2499,Social Media,600,No,,,,,,,,,
59147,23-01-2023,Pro,2499,Organic,1350,No,,,,,,,,,
59148,11-07-2024,Pro,2499,Organic,997,No,,,,,,,,,
59149,08-10-2024,Pro,2499,Organic,1937,Yes,07-10-2025 00:00,,,,,,,,
59150,28-04-2023,Basic,999,Social Media,868,No,,,,,,,,,
59151,01-12-2024,Basic,999,Referral,354,Yes,28-11-2025 00:00,,,,,,,,
59152,04-10-2024,Enterprise,7999,Social Media,169,Yes,19-11-2024 00:00,,,,,,,,
59153,31-07-2023,Pro,2499,Paid Ads,554,Yes,16-10-2023 00:00,,,,,,,,
59154,22-02-2024,Basic,999,Referral,677,No,,,,,,,,,
59155,23-04-2023,Basic,999,Paid Ads,1125,Yes,16-12-2023 00:00,,,,,,,,
59156,13-02-2023,Basic,999,Organic,594,No,,,,,,,,,
59157,08-05-2023,Pro,2499,Social Media,424,No,,,,,,,,,
59158,07-06-2023,Basic,999,Paid Ads,880,No,,,,,,,,,
59159,29-01-2024,Pro,2499,Referral,502,Yes,09-09-2024 00:00,,,,,,,,
59160,26-05-2024,Basic,999,Paid Ads,950,Yes,04-01-2025 00:00,,,,,,,,
59161,14-02-2023,Basic,999,Paid Ads,1938,No,,,,,,,,,
59162,18-04-2023,Enterprise,7999,Organic,228,No,,,,,,,,,
59163,07-08-2023,Basic,999,Paid Ads,1606,Yes,14-06-2024 00:00,,,,,,,,
59164,18-03-2024,Enterprise,7999,Paid Ads,245,No,,,,,,,,,
59165,11-11-2023,Basic,999,Organic,1748,Yes,10-08-2024 00:00,,,,,,,,
59166,26-06-2023,Basic,999,Referral,1923,Yes,23-08-2023 00:00,,,,,,,,
59167,16-08-2023,Basic,999,Organic,1219,No,,,,,,,,,
59168,03-12-2024,Pro,2499,Paid Ads,600,Yes,24-11-2025 00:00,,,,,,,,
59169,02-11-2024,Pro,2499,Social Media,1579,Yes,06-12-2024 00:00,,,,,,,,
59170,24-09-2023,Basic,999,Organic,1902,No,,,,,,,,,
59171,14-01-2024,Basic,999,Organic,1527,Yes,10-05-2024 00:00,,,,,,,,
59172,03-05-2024,Pro,2499,Paid Ads,107,Yes,14-07-2024 00:00,,,,,,,,
59173,02-12-2024,Basic,999,Social Media,319,No,,,,,,,,,
59174,17-11-2024,Basic,999,Referral,824,No,,,,,,,,,
59175,17-10-2023,Basic,999,Social Media,201,Yes,28-07-2024 00:00,,,,,,,,
59176,23-12-2023,Pro,2499,Organic,1801,No,,,,,,,,,
59177,18-10-2024,Basic,999,Social Media,873,Yes,27-06-2025 00:00,,,,,,,,
59178,23-07-2023,Basic,999,Referral,101,No,,,,,,,,,
59179,01-08-2023,Basic,999,Social Media,1837,No,,,,,,,,,
59180,05-07-2024,Basic,999,Social Media,1613,No,,,,,,,,,
59181,19-11-2023,Pro,2499,Social Media,1964,No,,,,,,,,,
59182,16-08-2024,Pro,2499,Organic,794,No,,,,,,,,,
59183,30-06-2023,Basic,999,Paid Ads,870,Yes,24-06-2024 00:00,,,,,,,,
59184,13-05-2024,Basic,999,Paid Ads,933,No,,,,,,,,,
59185,16-11-2023,Basic,999,Social Media,839,Yes,02-06-2024 00:00,,,,,,,,
59186,24-03-2023,Pro,2499,Organic,299,No,,,,,,,,,
59187,30-10-2023,Basic,999,Organic,125,No,,,,,,,,,
59188,19-09-2023,Enterprise,7999,Organic,1043,No,,,,,,,,,
59189,19-07-2023,Basic,999,Paid Ads,1473,No,,,,,,,,,
59190,28-08-2023,Basic,999,Organic,201,No,,,,,,,,,
59191,22-11-2024,Basic,999,Social Media,1771,Yes,07-10-2025 00:00,,,,,,,,
59192,13-11-2024,Pro,2499,Paid Ads,1062,No,,,,,,,,,
59193,22-10-2023,Pro,2499,Organic,1454,No,,,,,,,,,
59194,26-05-2024,Basic,999,Social Media,956,Yes,12-08-2024 00:00,,,,,,,,
59195,19-11-2024,Basic,999,Paid Ads,471,No,,,,,,,,,
59196,31-01-2024,Basic,999,Organic,296,Yes,26-11-2024 00:00,,,,,,,,
59197,18-05-2023,Basic,999,Referral,609,Yes,08-07-2023 00:00,,,,,,,,
59198,09-05-2023,Basic,999,Social Media,1114,Yes,03-10-2023 00:00,,,,,,,,
59199,18-02-2023,Basic,999,Referral,1153,No,,,,,,,,,
59200,06-11-2024,Pro,2499,Paid Ads,1022,Yes,24-03-2025 00:00,,,,,,,,
59201,20-10-2023,Basic,999,Organic,398,Yes,04-09-2024 00:00,,,,,,,,
59202,19-09-2024,Basic,999,Social Media,1256,No,,,,,,,,,
59203,19-06-2024,Basic,999,Social Media,1891,No,,,,,,,,,
59204,07-11-2023,Basic,999,Social Media,1655,No,,,,,,,,,
59205,20-06-2024,Basic,999,Referral,1431,No,,,,,,,,,
59206,30-09-2024,Basic,999,Organic,120,No,,,,,,,,,
59207,22-08-2023,Basic,999,Organic,1164,Yes,21-05-2024 00:00,,,,,,,,
59208,28-07-2023,Enterprise,7999,Organic,1621,No,,,,,,,,,
59209,27-08-2024,Basic,999,Referral,1999,No,,,,,,,,,
59210,04-04-2023,Basic,999,Paid Ads,1063,No,,,,,,,,,
59211,23-11-2023,Pro,2499,Referral,1595,No,,,,,,,,,
59212,13-08-2023,Basic,999,Paid Ads,1066,No,,,,,,,,,
59213,11-01-2023,Enterprise,7999,Referral,1787,No,,,,,,,,,
59214,25-11-2023,Basic,999,Organic,1431,No,,,,,,,,,
59215,12-01-2023,Pro,2499,Organic,558,Yes,29-06-2023 00:00,,,,,,,,
59216,04-02-2023,Pro,2499,Organic,613,No,,,,,,,,,
59217,22-03-2024,Enterprise,7999,Referral,1626,No,,,,,,,,,
59218,27-03-2024,Pro,2499,Social Media,1167,No,,,,,,,,,
59219,08-08-2023,Basic,999,Referral,140,No,,,,,,,,,
59220,16-03-2024,Pro,2499,Paid Ads,937,No,,,,,,,,,
59221,14-10-2024,Basic,999,Referral,362,No,,,,,,,,,
59222,18-06-2024,Pro,2499,Paid Ads,1417,Yes,10-08-2024 00:00,,,,,,,,
59223,17-08-2024,Basic,999,Referral,784,No,,,,,,,,,
59224,17-08-2023,Pro,2499,Social Media,1132,Yes,24-10-2023 00:00,,,,,,,,
59225,10-12-2023,Pro,2499,Social Media,1176,Yes,31-05-2024 00:00,,,,,,,,
59226,21-03-2023,Enterprise,7999,Organic,1919,No,,,,,,,,,
59227,19-12-2023,Basic,999,Social Media,1122,Yes,22-10-2024 00:00,,,,,,,,
59228,31-01-2024,Pro,2499,Referral,227,Yes,14-12-2024 00:00,,,,,,,,
59229,17-10-2023,Basic,999,Social Media,630,No,,,,,,,,,
59230,30-03-2024,Basic,999,Organic,743,No,,,,,,,,,
59231,01-11-2024,Pro,2499,Referral,624,Yes,17-12-2024 00:00,,,,,,,,
59232,08-05-2023,Pro,2499,Paid Ads,1855,Yes,06-09-2023 00:00,,,,,,,,
59233,02-12-2024,Pro,2499,Referral,1902,Yes,11-06-2025 00:00,,,,,,,,
59234,26-06-2024,Pro,2499,Organic,856,Yes,03-08-2024 00:00,,,,,,,,
59235,25-12-2023,Basic,999,Social Media,1893,Yes,09-05-2024 00:00,,,,,,,,
59236,10-06-2024,Pro,2499,Social Media,1065,No,,,,,,,,,
59237,09-11-2023,Basic,999,Referral,1263,Yes,04-10-2024 00:00,,,,,,,,
59238,16-03-2023,Basic,999,Paid Ads,993,No,,,,,,,,,
59239,29-06-2024,Basic,999,Paid Ads,858,No,,,,,,,,,
59240,15-07-2023,Pro,2499,Paid Ads,331,No,,,,,,,,,
59241,29-01-2023,Pro,2499,Paid Ads,1032,Yes,12-05-2023 00:00,,,,,,,,
59242,06-12-2024,Basic,999,Referral,1691,No,,,,,,,,,
59243,16-01-2023,Pro,2499,Social Media,187,No,,,,,,,,,
59244,27-02-2024,Basic,999,Paid Ads,865,No,,,,,,,,,
59245,11-08-2024,Pro,2499,Referral,1687,No,,,,,,,,,
59246,15-08-2024,Pro,2499,Referral,1882,Yes,05-04-2025 00:00,,,,,,,,
59247,09-02-2024,Basic,999,Referral,1887,No,,,,,,,,,
59248,27-09-2024,Enterprise,7999,Paid Ads,736,Yes,05-12-2024 00:00,,,,,,,,
59249,14-06-2024,Basic,999,Paid Ads,300,No,,,,,,,,,
59250,05-09-2024,Pro,2499,Referral,1085,No,,,,,,,,,
59251,18-03-2023,Basic,999,Referral,1511,No,,,,,,,,,
59252,17-08-2023,Basic,999,Referral,460,No,,,,,,,,,
59253,24-10-2023,Pro,2499,Social Media,231,Yes,24-04-2024 00:00,,,,,,,,
59254,24-05-2024,Basic,999,Social Media,276,No,,,,,,,,,
59255,15-12-2024,Enterprise,7999,Organic,1175,No,,,,,,,,,
59256,26-07-2024,Basic,999,Organic,1669,No,,,,,,,,,
59257,21-06-2024,Basic,999,Paid Ads,121,Yes,12-10-2024 00:00,,,,,,,,
59258,05-08-2024,Pro,2499,Social Media,752,No,,,,,,,,,
59259,06-09-2024,Basic,999,Organic,1442,No,,,,,,,,,
59260,22-11-2023,Basic,999,Referral,882,No,,,,,,,,,
59261,29-12-2023,Enterprise,7999,Referral,267,No,,,,,,,,,
59262,30-10-2024,Pro,2499,Paid Ads,1161,Yes,13-09-2025 00:00,,,,,,,,
59263,25-12-2023,Basic,999,Paid Ads,972,No,,,,,,,,,
59264,06-12-2024,Pro,2499,Organic,1881,No,,,,,,,,,
59265,20-11-2023,Enterprise,7999,Referral,1870,No,,,,,,,,,
59266,28-11-2024,Basic,999,Paid Ads,1690,No,,,,,,,,,
59267,22-11-2023,Pro,2499,Paid Ads,1039,Yes,23-04-2024 00:00,,,,,,,,
59268,16-09-2024,Basic,999,Social Media,1496,Yes,02-08-2025 00:00,,,,,,,,
59269,14-06-2023,Enterprise,7999,Organic,731,No,,,,,,,,,
59270,26-07-2024,Pro,2499,Paid Ads,1701,No,,,,,,,,,
59271,26-08-2024,Pro,2499,Organic,933,No,,,,,,,,,
59272,30-03-2024,Enterprise,7999,Referral,1550,No,,,,,,,,,
59273,02-06-2023,Basic,999,Organic,1963,No,,,,,,,,,
59274,07-05-2023,Basic,999,Paid Ads,1289,Yes,22-12-2023 00:00,,,,,,,,
59275,12-07-2023,Basic,999,Social Media,821,No,,,,,,,,,
59276,18-09-2024,Basic,999,Organic,1625,No,,,,,,,,,
59277,13-06-2024,Pro,2499,Organic,1198,No,,,,,,,,,
59278,10-01-2023,Pro,2499,Referral,539,No,,,,,,,,,
59279,02-04-2023,Basic,999,Social Media,1769,No,,,,,,,,,
